	TPMIC01002	TPMIC01004	TPMIC01005	TPMIC01006	TPMIC01007	TPMIC01008	TPMIC01009	TPMIC01010	TPMIC01011	TPMIC01015	TPMIC01016	TPMIC01018	TPMIC01020	TPMIC01023	TPMIC01028	TPMIC01029	TPMIC01034	TPMIC01043	TPMIC01046	TPMIC01052	TPMIC01053	TPMIC01055	TPMIC01062	TPMIC01096	TPMIC01118	TPMIC01124	TPMIC01125	TPMIC01126	TPMIC01127	TPMIC01128	TPMIC01129	TPMIC01130	TPMIC01134	TPMIC01144	TPMIC01145	TPMIC01147	TPMIC01153	TPMIC01158	TPMIC01160	TPMIC01164	TPMIC01167	TPMIC01186	TPMIC01187	TPMIC01190	TPMIC01191	TPMIC01198	TPMIC01199	TPMIC01200	TPMIC01212	TPMIC01220	TPMIC01225	TPMIC01226	TPMIC01228	TPMIC01229	TPMIC01234	TPMIC01235	TPMIC01242	TPMIC01250	TPMIC01251	TPMIC01256	TPMIC01259	TPMIC01271	TPMIC01274	TPMIC01277	TPMIC01278	TPMIC01282	TPMIC01284	TPMIC01291	TPMIC03005	TPMIC03007	TPMIC03009	TPMIC03010	TPMIC03012	TPMIC03018	TPMIC03019	TPMIC03020	TPMIC03022	TPMIC03030	TPMIC03032	TPMIC03033	TPMIC03034	TPMIC03041	TPMIC03042	TPMIC03051	TPMIC03055	TPMIC03057	TPMIC03059	TPMIC03064	TPMIC03068	TPMIC03069	TPMIC03071	TPMIC03073	TPMIC03075	TPMIC03078	TPMIC03082	TPMIC03087	TPMIC03089	TPMIC03091	TPMIC03092	TPMIC03094	TPMIC03096	TPMIC03097	TPMIC03099	TPMIC03104	TPMIC03121	TPMIC03125	TPMIC03126	TPMIC03145
s__Eubacterium_sp_CAG_251	0.0	0.14221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07326	0.0	0.18836	0.1577	0.48827	0.0	0.0	0.09056	0.0002	0.0	0.0	0.0	0.00196	3.18567	0.16015	0.08595	0.00076	0.0	1.38046	0.0	0.0	0.0	0.0	0.0	0.0	1.13593	0.19307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09763	0.00111	0.0	0.12099	0.0	0.0043	1.883	0.00565	0.0	0.0	0.00115	0.49743	0.0	0.0	0.0	0.00424	0.00313	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00519	0.0	0.0	0.0	0.00079	0.17129	0.85143	0.0	0.0951	0.0	0.20207	0.0	0.00049	0.0	0.03529	0.00152	1.08602	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44536	0.0	0.0	0.21451	0.0	0.0	0.00086	0.00094	0.0	0.00371	0.23831	0.0	0.0	0.0	0.00572	0.0	0.0	0.0	0.0	0.0	0.0	0.01307	0.01375	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.20298	0.0	0.0	0.0	0.0	0.01597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.00384	0.0	0.00037	0.01334	0.0	0.0	0.0	0.0	0.0	0.02364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.00047	0.0	0.0
s__Eubacterium_sp_CAG_274	0.02412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.00156	0.0	0.00271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78896	0.00015	2.18866	0.0	0.0	0.0	0.0	0.0	0.0	0.02285	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.06228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2623	0.0	0.00059	0.0	0.0	0.0	0.07413	0.0	0.0	0.0	0.00383	0.0	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_38	0.20988	0.0	0.0	0.3569	0.0	0.0	0.0	0.0	0.00428	0.62946	0.00199	0.00173	0.0	0.0	0.52691	0.00202	0.00816	0.0048	0.0049	0.00576	4.00229	0.00859	0.00523	0.01826	0.03448	0.00891	0.00372	0.57004	0.36473	0.00178	0.1769	0.0	0.66929	0.00165	0.02418	0.02617	0.01465	0.0	0.23073	0.04487	1.19513	0.13992	0.00164	2.82351	0.0	0.81702	0.0	0.0	0.0	0.0	0.13974	0.03985	0.0	0.00724	0.0017	0.04059	0.01258	0.0	0.27826	0.0	0.0	0.34208	0.00015	0.0067	0.00772	0.00614	0.0	0.0	0.03013	0.08584	0.0	0.00771	0.00148	0.00126	0.00084	0.01025	0.00923	0.09169	0.00254	0.01385	0.03647	0.00375	0.00179	0.00553	0.0	0.0112	5.05684	0.03629	0.00212	0.0	0.0046	0.00932	0.01156	0.01608	0.00212	0.00484	0.00412	0.0025	0.00531	1.51268	1.12696	0.01968	0.12621	0.00912	0.05546	0.20357	0.01959	0.0
s__Eubacterium_sp_CAG_581	0.02141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00356	0.0	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00856	0.0	0.0	0.0	0.0	0.0	0.0	0.00704	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01783	0.0	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.58778	0.0	0.0	0.0	0.0	0.00182	0.0101	0.0	0.01668	0.0	0.0	0.0	0.00219	0.00949	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_CAG_841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00456	0.0	0.00347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0094	0.00302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Eubacterium_sp_OM08_24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00236	0.0	0.0	0.0	0.0	0.02618	0.00044	0.0	0.0	0.0	0.00447	0.0	0.0	0.0	0.00072	0.0	0.01587	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.00777	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55003	0.0	0.30203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01983	0.00087	0.13842	0.0	0.0
s__Eubacterium_sp_TM05_53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16792	0.0	0.0	0.04548	0.0	0.00089	0.0
s__Eubacterium_ventriosum	0.00012	0.00898	0.0	0.0	0.06875	0.0	0.0	0.0	0.53842	0.09777	0.00788	0.00679	0.00554	0.03452	0.00529	0.00453	0.0012	0.02188	0.51335	0.50677	1.47953	0.07869	0.25048	0.36912	0.0	0.0006	0.00343	0.0094	1.13882	0.00232	0.00548	0.00019	0.00391	0.00537	0.0083	0.57531	0.00228	0.02371	0.03778	0.01087	0.0104	0.33196	0.06894	0.01415	0.03933	0.86696	0.5809	0.0	0.00035	0.05986	0.03257	0.00119	0.00062	0.38479	0.27764	0.1756	0.00036	0.2295	0.10332	0.36322	0.0	0.02712	0.00157	0.00355	0.00131	0.69763	0.00255	0.0	0.00271	0.0528	0.0	0.50546	0.38649	0.40423	0.0	1.22334	0.0	0.00094	0.0	0.00023	1.55475	0.0	0.25077	0.00132	0.0	0.07328	0.00232	0.01165	0.0342	0.0	0.3516	0.2167	0.03465	0.16198	0.25866	0.05514	0.01456	0.00137	0.31777	0.41857	0.23681	0.26242	0.0596	0.56208	0.0	1.51371	0.02534	0.0
s__Pseudoramibacter_alactolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.00683	0.0	0.0	0.0	0.0	0.10961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerostipes_caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.00733	0.0	0.0	0.0	0.00011	0.0	0.03365	0.0	0.0	0.01396	0.0	0.0	0.0	0.0	0.00261	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00782	0.0	0.0	0.0	0.0	0.0	0.0	0.02559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05637	0.03366	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16332	0.0	0.0	0.0	0.0	0.0	0.0	0.01077	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.01594	0.0	0.0	0.00138	0.0	0.00131	0.0	0.0	0.02922	0.01119	0.0	0.0	0.0	0.0	0.00146	0.08331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Anaerostipes_hadrus	0.02835	0.16337	0.28114	0.12358	1.16285	0.00338	0.05149	1.32267	0.55238	0.21112	0.02804	0.0	0.0	0.00274	0.00806	0.00492	0.03473	0.15324	1.28513	1.18623	1.84775	0.0003	0.02085	0.26215	0.02283	0.02063	0.12974	0.01235	0.01383	0.01935	0.98671	0.07698	0.06124	2.11481	0.00721	2.90594	0.0086	0.0	0.0717	0.061	0.0	0.00281	0.02993	0.25481	0.0	0.02057	0.0	0.01061	0.0	0.00508	0.0011	0.0	0.0	0.12955	0.002	0.01335	0.04455	0.1942	0.02113	0.06051	0.01899	0.04184	0.00317	0.00356	0.39442	0.06489	0.53137	8.31437	0.04103	0.03417	0.0	0.03856	0.15569	0.08234	0.0158	0.058	0.45794	0.00662	0.0	0.0	0.15007	0.89053	1.31918	0.00872	0.0	4.65066	0.0	0.00641	0.00706	0.0	0.0	0.68621	0.05464	0.99532	0.0	0.25343	0.29628	0.10315	0.01516	1.99315	0.61376	0.30578	0.01052	0.09271	0.05662	0.01773	0.00935	0.30718
s__Anaerotignum_lactatifermentans	0.02241	0.0	0.0	0.00043	0.0	0.0	0.30218	0.0	0.00082	0.0	0.0	0.98	0.08762	0.37015	0.66341	0.20446	0.0	0.0	0.0	0.0	0.00611	1.73398	0.04557	0.0	0.0	0.00132	0.0	0.0	0.0	0.0	0.06926	0.0	0.70978	0.0	0.0	0.0	0.0	0.0	0.07028	0.0	0.0	0.0	0.0	0.0	0.31151	0.0	0.04373	0.0	0.0	0.05488	0.0	0.0	0.0	0.0	0.1022	0.0	0.0	0.09735	0.0	0.0	0.0	0.0	0.00624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90949	0.0	0.0	0.06388	0.0	0.49044	0.0	0.0	0.0032	0.00366	0.54501	0.0	0.0	0.0	0.0	0.48136	0.00068	0.0	0.0	0.0	0.0	0.0	0.39009	0.0	0.0	0.13844	0.02458	0.0	0.0	0.20083	0.0	0.14252	0.0	0.0
s__Blautia_coccoides	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_hansenii	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.00602	0.0	0.05245	0.0	0.00419	0.0	0.0	0.07286	0.00174	0.00276	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	0.0	0.0	0.0	0.0	0.0	0.0	0.57135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04784	0.01874	0.03141	0.00042	0.0	0.0	0.0	0.0	0.0	0.11421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06563	0.0	0.0	0.0	0.08274	0.0283	0.0	0.0	0.0	0.0	0.0	0.0	0.01688	0.0	0.0	0.0	0.0	0.0	0.0	0.03272	0.0	0.10554	0.77324	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00879	0.01464	0.01148	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_hydrogenotrophica	0.0	0.00391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00551	0.04653	0.00414	0.00666	0.0	0.01823	0.00212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05866	0.0	0.0	0.0347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.0	0.03458	0.0	0.0	0.0	0.0	0.0	0.0	0.70324	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0326	0.0	0.0	0.0	0.0	0.02573	0.0	0.14206	0.0	0.0	0.0	0.0	0.0	0.0	0.0041
s__Blautia_obeum	0.22877	0.66403	0.0	0.26057	0.03117	0.10413	0.05732	0.07677	0.17273	0.3755	0.05599	0.0	0.0	0.0036	0.0	0.0	0.0471	0.0019	0.00426	0.0358	0.0	0.01249	0.07298	0.02111	0.01956	0.10933	0.10213	0.01791	0.0917	0.06529	0.00556	0.013	0.0	0.0	0.02514	1.35114	0.0	0.08235	0.08403	0.06948	0.00933	0.11503	0.00772	0.31177	0.0	0.0	0.0	0.0	0.0	0.05327	0.30945	0.01179	0.00125	0.0859	0.1745	0.04016	0.0568	0.11899	0.03681	0.40318	0.00586	0.39864	0.00362	0.00872	0.01393	0.10829	0.04559	0.0	0.0	0.21864	0.0	0.11977	0.0	1.17857	0.0	0.00381	0.14282	0.14221	0.0	0.0	0.0	0.0	0.08246	0.0	0.0	0.36402	0.0	0.0	0.02127	0.0	0.0	0.05525	0.00391	0.22477	0.0	0.13255	0.14745	0.01131	0.14931	0.00155	0.11838	0.02353	0.02674	0.43591	0.06882	0.05071	0.02116	0.0
s__Blautia_producta	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17051	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.04881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06377
s__Blautia_sp	0.0	0.0	0.0	0.02224	0.0	0.0	0.00187	0.15763	0.0	0.00393	0.0	0.0	0.0	0.0	0.0	0.0	0.00898	0.0	0.00644	0.01093	0.0	0.0	0.00037	0.01372	0.0	0.0	0.0	0.01847	0.00083	0.0	0.0	0.0	0.0	0.0	0.01324	0.00822	0.0	0.0803	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.00775	0.0	0.0	0.0	0.0	0.00943	0.0	0.0	0.0	0.0	0.0	0.00783	0.0	0.0	0.01663	0.02865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10005	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.15365	0.0	0.0	0.0	0.0	0.0	0.0525	0.05558	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.00232	0.0	0.0	0.0	0.0	0.0
s__Blautia_sp_AF19_10LB	0.0	0.24031	0.0	0.0	0.00245	0.0	0.0	0.0696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01005	0.0	0.00718	0.02119	0.0	0.0	0.0	0.0	0.01202	0.0	0.00498	0.0	0.01206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01816	0.0	0.0	0.0	0.0	0.00858	0.0	0.0	0.02343	0.0	0.02397	0.0	0.0	0.0118	0.0	0.0	0.08997	0.0	0.0	0.0	0.01777	0.0	0.0	0.0	0.0	0.0	0.0	0.01469	0.142	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.01169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01776	0.12876	0.80644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03114	0.0145	0.0	0.0	0.0	0.0	0.0
s__Blautia_sp_CAG_257	0.00738	0.0	0.0	0.00766	0.0	0.19126	0.0	0.0	0.0	0.0019	0.1009	0.00296	0.18181	0.01887	0.01082	2.50429	0.00109	0.23088	0.0	0.0	0.01447	0.22026	0.01365	0.0	0.0	0.00045	0.0	0.0	0.0	0.01907	0.0	0.0	0.01371	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17499	0.07577	0.0546	0.0	0.0	0.0	0.0	0.0	0.07289	0.0	0.0	0.02608	0.0	0.0	0.0	0.0	0.15399	0.19653	0.0	0.0	0.04827	0.1342	0.78526	0.0	0.0	0.0	0.23206	0.0	0.00957	0.00072	0.0	0.00187	0.02888	0.08997	0.0	0.0	0.01369	1.11555	0.48594	0.0	0.10119	0.0	0.0	0.02329	5.49822	0.00062	0.0	0.0	0.21887	0.0	0.11937	0.0	0.02349	0.0	0.0	0.0	0.0	0.02725	0.0	0.0	0.00044	0.0
s__Blautia_sp_CAG_52	0.0	0.36736	0.0	0.0	0.0	0.02648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04029	0.00869	0.0	0.0	0.0	0.0	0.0	0.00278	0.01249	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.32774	0.0	0.0	0.01612	0.00256	0.0	0.02859	0.00672	0.02085	0.0	0.0	0.0	0.0	0.0	0.05148	0.0886	0.0	0.0	0.0	0.0	0.00159	0.0	0.0	0.01486	0.04407	0.0	0.00341	0.0	0.12437	0.0	0.01201	0.0	0.0	0.08352	0.02627	0.0	0.00106	0.09181	0.0	0.0	0.0	0.02518	0.00565	0.0	0.0	0.0	0.2581	0.009	0.0	0.0	0.00975	0.00749	0.0	0.00209	0.0	0.0	0.03223	0.00361	0.0	0.01959	0.01618	0.04448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_sp_N6H1_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_wexlerae	0.00453	0.00561	0.04846	0.02122	0.00057	0.0	0.0	0.00081	0.00315	0.00463	0.0044	0.0	0.00322	0.0	0.01062	0.00068	0.00172	0.00685	0.00518	0.00348	0.06619	0.0	0.0	0.00155	0.00492	0.0166	0.00792	0.0	0.0	0.00086	0.05921	0.00084	0.00104	0.00216	0.0	0.02823	0.0	0.0018	0.00332	0.0	0.0	0.0	0.0	0.0083	0.00358	0.00985	0.01237	0.00061	0.01818	0.0	0.00303	0.0	0.0	0.01459	0.00626	0.00379	0.00131	0.00327	0.0	0.0023	0.00754	0.0	0.0	0.00122	0.01346	0.00129	0.0	0.33689	0.0	0.00222	0.0	0.00396	0.02156	0.01517	0.00011	0.00177	0.0058	0.00214	0.0	0.00058	0.01649	0.02798	0.00271	0.00333	0.0041	0.01891	0.0	0.00107	0.0	0.00759	0.0	0.00776	0.00759	0.0	0.00092	0.00549	0.00224	0.00311	0.00538	0.02538	0.0	0.00391	0.00318	0.00443	0.03513	0.00129	0.00102	0.00785
s__Ruminococcus_gnavus	0.27372	0.0	0.96979	0.01994	0.32176	10.34323	0.60751	0.0	0.10138	1.93439	0.46101	0.23271	0.68094	1.51348	0.2278	22.49803	0.24933	1.315	0.61861	0.02568	2.76149	0.31559	3.11307	0.2712	0.11924	0.07318	0.04556	0.03447	0.02961	3.91218	0.21699	0.05522	9.27391	1.76759	0.0216	0.08761	43.5019	0.18551	0.23645	0.12363	1.88566	0.00861	0.05347	0.13775	2.10689	2.45401	2.75268	1.6968	0.51684	0.19379	0.07215	0.087	52.63015	0.65571	0.53281	0.02705	0.05013	0.28161	0.03854	0.06579	1.31516	0.07981	8.16958	2.38373	0.09454	0.17007	3.61512	10.64094	19.1653	0.04364	7.86491	0.0061	2.98576	0.89016	4.89832	0.20093	0.01716	0.08111	0.50774	6.40574	0.88822	2.71714	2.94043	1.77042	19.52241	0.02958	1.18501	4.53568	1.9079	2.50796	0.18797	0.88871	0.08219	1.07343	0.49451	0.04221	3.33902	0.01586	1.20815	0.99413	0.52122	0.00791	0.03744	0.30104	0.01082	0.32577	0.7508	4.95354
s__Ruminococcus_torques	0.0	1.42124	0.0	0.25721	0.35114	1.29397	0.0	0.14696	0.04659	0.31623	0.00462	0.0	0.0	3.36435	0.47474	0.0	0.1877	0.00869	0.85607	0.36945	3.51237	0.00123	0.24084	1.02943	0.11794	1.7796	0.00959	0.01754	0.52938	0.0003	0.01015	0.00201	0.00318	0.00882	0.00928	2.97588	0.0	0.04779	0.04118	0.10165	0.00186	0.07983	0.16036	0.15413	0.0	0.0	0.0	0.0	0.00695	0.17632	0.04041	0.04742	0.0004	0.0	0.0	0.00941	0.49708	0.0	0.03447	0.09071	0.00195	0.2167	0.02262	0.00135	0.0	0.01068	4.44273	0.0	0.00642	0.64973	0.00289	0.46159	0.39286	0.00341	0.0	1.30686	0.0	0.08873	0.00615	0.0	0.28898	0.00577	0.008	0.0	3.61309	1.02846	0.0	3.25909	0.0	0.0	0.00097	0.01308	0.00218	0.00728	0.0	0.00836	2.39533	0.55639	0.01011	0.00619	1.08555	0.14944	0.63281	2.10792	0.51913	0.0	0.27806	0.0
s__Butyrivibrio_crossotus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.96113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04958	0.0	0.0	0.0	0.0	0.00834	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
